ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes,Brands,Meta: _wp_page_template,Meta: anarkali_loop_product_slider_speed,Meta: anarkali_showcase_type,Meta: anarkali_showcase_bg_type,Meta: anarkali_showcase_custom_bgcolor,Meta: anarkali_showcase_custom_textcolor,Meta: anarkali_badge_color,Meta: anarkali_product_extra_fatures,Meta: anarkali_custom_badge,Meta: anarkali_product_size_guide,Meta: anarkali_countdown_date,Meta: anarkali_countdown_text,Meta: anarkali_product_video_type,Meta: anarkali_product_video_source_type,Meta: anarkali_product_popup_video,Meta: anarkali_product_iframe_video,Meta: anarkali_product_video_preview,Meta: anarkali_product_video_on_shop,Meta: anarkali_tabs_title,Meta: anarkali_tabs_content,Meta: anarkali_product_header_type,Meta: anarkali_product_header_bgcolor,Meta: anarkali_product_header_menuitem_color,Meta: anarkali_product_header_menuitem_hvrcolor,Meta: anarkali_product_header_svgicon_color,Meta: anarkali_product_header_counter_bgcolor,Meta: anarkali_product_header_counter_color,Meta: anarkali_product_sticky_header_bgcolor,Meta: anarkali_product_sticky_header_menuitem_color,Meta: anarkali_product_sticky_header_menuitem_hvrcolor,Meta: anarkali_product_sticky_header_svgicon_color,Meta: anarkali_product_sticky_header_counter_bgcolor,Meta: anarkali_product_sticky_header_counter_color,Meta: _product_360_image_gallery
,simple,1 KAAM CHUNRI,,Rajasthani Traditionally Printed Cotton Doublebed Bedsheet With Pack of 2 Pillow Covers,1,0,visible,"Add a royal charm to your bedroom with this Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Crafted from soft and breathable pure cotton, it features vibrant ethnic prints inspired by Rajasthan’s rich artistry. Comes with 2 matching pillow covers, ensuring comfort, elegance, and long-lasting freshness in every wash.","Bring home the essence of Rajasthan with this beautifully crafted Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Made from 100% pure cotton, this bedsheet offers unmatched comfort and breathability for all seasons. The vibrant traditional prints and intricate motifs reflect the rich heritage of Rajasthani artistry, adding a royal touch to your bedroom décor.

This bedsheet comes with a matching set of 2 pillow covers, completing the look and giving your bed a coordinated, elegant appearance. The soft and durable cotton fabric ensures long-lasting use, easy maintenance, and superior comfort for everyday use.",,,taxable,,1,1000,,0,0,,,,,1,,799,1598,Bedsheet Set,,,"https://imagizer.imageshack.com/img921/814/2GukJ5.jpg, https://imagizer.imageshack.com/img923/2812/JeGVgq.jpg, https://imagizer.imageshack.com/img921/4143/CFJDT5.jpg, https://imagizer.imageshack.com/img924/279/4icatR.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,2 KAAM CHUNRI 2,,Rajasthani Traditionally Printed Cotton Doublebed Bedsheet With Pack of 2 Pillow Covers,1,0,visible,"Add a royal charm to your bedroom with this Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Crafted from soft and breathable pure cotton, it features vibrant ethnic prints inspired by Rajasthan’s rich artistry. Comes with 2 matching pillow covers, ensuring comfort, elegance, and long-lasting freshness in every wash.","Bring home the essence of Rajasthan with this beautifully crafted Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Made from 100% pure cotton, this bedsheet offers unmatched comfort and breathability for all seasons. The vibrant traditional prints and intricate motifs reflect the rich heritage of Rajasthani artistry, adding a royal touch to your bedroom décor.

This bedsheet comes with a matching set of 2 pillow covers, completing the look and giving your bed a coordinated, elegant appearance. The soft and durable cotton fabric ensures long-lasting use, easy maintenance, and superior comfort for everyday use.",,,taxable,,1,1000,,0,0,,,,,1,,799,1598,Bedsheet Set,,,"https://imagizer.imageshack.com/img924/6941/65S5IF.jpg, https://imagizer.imageshack.com/img924/5945/HYAfXH.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,2 KAAM BOOTA,,Rajasthani Traditionally Printed Cotton Doublebed Bedsheet With Pack of 2 Pillow Covers,1,0,visible,"Add a royal charm to your bedroom with this Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Crafted from soft and breathable pure cotton, it features vibrant ethnic prints inspired by Rajasthan’s rich artistry. Comes with 2 matching pillow covers, ensuring comfort, elegance, and long-lasting freshness in every wash.","Bring home the essence of Rajasthan with this beautifully crafted Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Made from 100% pure cotton, this bedsheet offers unmatched comfort and breathability for all seasons. The vibrant traditional prints and intricate motifs reflect the rich heritage of Rajasthani artistry, adding a royal touch to your bedroom décor.

This bedsheet comes with a matching set of 2 pillow covers, completing the look and giving your bed a coordinated, elegant appearance. The soft and durable cotton fabric ensures long-lasting use, easy maintenance, and superior comfort for everyday use.",,,taxable,,1,1000,,0,0,,,,,1,,799,1598,Bedsheet Set,,,"https://imagizer.imageshack.com/img922/3575/lPHwpU.jpg, https://imagizer.imageshack.com/img924/945/Yn6XrN.jpg, https://imagizer.imageshack.com/img922/2333/DzIALl.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,2 KAAM BOOTA 1,,Rajasthani Traditionally Printed Cotton Doublebed Bedsheet With Pack of 2 Pillow Covers,1,0,visible,"Add a royal charm to your bedroom with this Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Crafted from soft and breathable pure cotton, it features vibrant ethnic prints inspired by Rajasthan’s rich artistry. Comes with 2 matching pillow covers, ensuring comfort, elegance, and long-lasting freshness in every wash.","Bring home the essence of Rajasthan with this beautifully crafted Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Made from 100% pure cotton, this bedsheet offers unmatched comfort and breathability for all seasons. The vibrant traditional prints and intricate motifs reflect the rich heritage of Rajasthani artistry, adding a royal touch to your bedroom décor.

This bedsheet comes with a matching set of 2 pillow covers, completing the look and giving your bed a coordinated, elegant appearance. The soft and durable cotton fabric ensures long-lasting use, easy maintenance, and superior comfort for everyday use.",,,taxable,,1,1000,,0,0,,,,,1,,799,1598,Bedsheet Set,,,"https://imagizer.imageshack.com/img922/3131/NCF2lp.png, https://imagizer.imageshack.com/img923/6594/rfDSQi.png, https://imagizer.imageshack.com/img922/986/cbBmw6.png, https://imagizer.imageshack.com/img923/8385/9nF8ED.png",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,3 KAAM BOOTI,,Rajasthani Traditionally Printed Cotton Doublebed Bedsheet With Pack of 2 Pillow Covers,1,0,visible,"Add a royal charm to your bedroom with this Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Crafted from soft and breathable pure cotton, it features vibrant ethnic prints inspired by Rajasthan’s rich artistry. Comes with 2 matching pillow covers, ensuring comfort, elegance, and long-lasting freshness in every wash.","Bring home the essence of Rajasthan with this beautifully crafted Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Made from 100% pure cotton, this bedsheet offers unmatched comfort and breathability for all seasons. The vibrant traditional prints and intricate motifs reflect the rich heritage of Rajasthani artistry, adding a royal touch to your bedroom décor.

This bedsheet comes with a matching set of 2 pillow covers, completing the look and giving your bed a coordinated, elegant appearance. The soft and durable cotton fabric ensures long-lasting use, easy maintenance, and superior comfort for everyday use.",,,taxable,,1,1000,,0,0,,,,,1,,799,1598,Bedsheet Set,,,"https://imagizer.imageshack.com/img923/8443/J1EMWq.jpg, https://imagizer.imageshack.com/img923/5940/ZNpizV.jpg, https://imagizer.imageshack.com/img922/9071/tAor4i.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,3 KAAM BOOTI 1,,Rajasthani Traditionally Printed Cotton Doublebed Bedsheet With Pack of 2 Pillow Covers,1,0,visible,"Add a royal charm to your bedroom with this Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Crafted from soft and breathable pure cotton, it features vibrant ethnic prints inspired by Rajasthan’s rich artistry. Comes with 2 matching pillow covers, ensuring comfort, elegance, and long-lasting freshness in every wash.","Bring home the essence of Rajasthan with this beautifully crafted Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Made from 100% pure cotton, this bedsheet offers unmatched comfort and breathability for all seasons. The vibrant traditional prints and intricate motifs reflect the rich heritage of Rajasthani artistry, adding a royal touch to your bedroom décor.

This bedsheet comes with a matching set of 2 pillow covers, completing the look and giving your bed a coordinated, elegant appearance. The soft and durable cotton fabric ensures long-lasting use, easy maintenance, and superior comfort for everyday use.",,,taxable,,1,1000,,0,0,,,,,1,,799,1598,Bedsheet Set,,,"https://imagizer.imageshack.com/img922/9329/Y1hSsq.jpg, https://imagizer.imageshack.com/img923/6910/b5PFf5.jpg, https://imagizer.imageshack.com/img922/1796/1RJasO.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,3 KAAM BOOTI 2,,Rajasthani Traditionally Printed Cotton Doublebed Bedsheet With Pack of 2 Pillow Covers,1,0,visible,"Add a royal charm to your bedroom with this Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Crafted from soft and breathable pure cotton, it features vibrant ethnic prints inspired by Rajasthan’s rich artistry. Comes with 2 matching pillow covers, ensuring comfort, elegance, and long-lasting freshness in every wash.","Bring home the essence of Rajasthan with this beautifully crafted Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Made from 100% pure cotton, this bedsheet offers unmatched comfort and breathability for all seasons. The vibrant traditional prints and intricate motifs reflect the rich heritage of Rajasthani artistry, adding a royal touch to your bedroom décor.

This bedsheet comes with a matching set of 2 pillow covers, completing the look and giving your bed a coordinated, elegant appearance. The soft and durable cotton fabric ensures long-lasting use, easy maintenance, and superior comfort for everyday use.",,,taxable,,1,1000,,0,0,,,,,1,,799,1598,Bedsheet Set,,,"https://imagizer.imageshack.com/img922/8321/fV1J8P.jpg, https://imagizer.imageshack.com/img922/4818/o0RYs1.jpg, https://imagizer.imageshack.com/img923/3615/wKLmGJ.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ADI MANAV,,Rajasthani Traditionally Printed Cotton Doublebed Bedsheet With Pack of 2 Pillow Covers,1,0,visible,"Add a royal charm to your bedroom with this Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Crafted from soft and breathable pure cotton, it features vibrant ethnic prints inspired by Rajasthan’s rich artistry. Comes with 2 matching pillow covers, ensuring comfort, elegance, and long-lasting freshness in every wash.","Bring home the essence of Rajasthan with this beautifully crafted Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Made from 100% pure cotton, this bedsheet offers unmatched comfort and breathability for all seasons. The vibrant traditional prints and intricate motifs reflect the rich heritage of Rajasthani artistry, adding a royal touch to your bedroom décor.

This bedsheet comes with a matching set of 2 pillow covers, completing the look and giving your bed a coordinated, elegant appearance. The soft and durable cotton fabric ensures long-lasting use, easy maintenance, and superior comfort for everyday use.",,,taxable,,1,1000,,0,0,,,,,1,,799,1598,Bedsheet Set,,,"https://imagizer.imageshack.com/img924/8043/HBY2UZ.jpg, https://imagizer.imageshack.com/img924/9886/w9gRnA.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ADI MANAV 1,,Rajasthani Traditionally Printed Cotton Doublebed Bedsheet With Pack of 2 Pillow Covers,1,0,visible,"Add a royal charm to your bedroom with this Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Crafted from soft and breathable pure cotton, it features vibrant ethnic prints inspired by Rajasthan’s rich artistry. Comes with 2 matching pillow covers, ensuring comfort, elegance, and long-lasting freshness in every wash.","Bring home the essence of Rajasthan with this beautifully crafted Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Made from 100% pure cotton, this bedsheet offers unmatched comfort and breathability for all seasons. The vibrant traditional prints and intricate motifs reflect the rich heritage of Rajasthani artistry, adding a royal touch to your bedroom décor.

This bedsheet comes with a matching set of 2 pillow covers, completing the look and giving your bed a coordinated, elegant appearance. The soft and durable cotton fabric ensures long-lasting use, easy maintenance, and superior comfort for everyday use.",,,taxable,,1,1000,,0,0,,,,,1,,799,1598,Bedsheet Set,,,"https://imagizer.imageshack.com/img922/4797/gQjhIM.jpg, https://imagizer.imageshack.com/img921/5020/itfYvv.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ADI MANAV 2,,Rajasthani Traditionally Printed Cotton Doublebed Bedsheet With Pack of 2 Pillow Covers,1,0,visible,"Add a royal charm to your bedroom with this Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Crafted from soft and breathable pure cotton, it features vibrant ethnic prints inspired by Rajasthan’s rich artistry. Comes with 2 matching pillow covers, ensuring comfort, elegance, and long-lasting freshness in every wash.","Bring home the essence of Rajasthan with this beautifully crafted Rajasthani Traditionally Printed Cotton Double Bed Bedsheet. Made from 100% pure cotton, this bedsheet offers unmatched comfort and breathability for all seasons. The vibrant traditional prints and intricate motifs reflect the rich heritage of Rajasthani artistry, adding a royal touch to your bedroom décor.

This bedsheet comes with a matching set of 2 pillow covers, completing the look and giving your bed a coordinated, elegant appearance. The soft and durable cotton fabric ensures long-lasting use, easy maintenance, and superior comfort for everyday use.",,,taxable,,1,1000,,0,0,,,,,1,,799,1598,Bedsheet Set,,,"https://imagizer.imageshack.com/img923/8164/KoooIT.jpg, https://imagizer.imageshack.com/img921/3321/PIyJoq.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
