ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes,Brands,Meta: _eael_post_view_count,Meta: _wp_page_template,Meta: anarkali_loop_product_slider_speed,Meta: anarkali_showcase_type,Meta: anarkali_showcase_bg_type,Meta: anarkali_showcase_custom_bgcolor,Meta: anarkali_showcase_custom_textcolor,Meta: anarkali_badge_color,Meta: anarkali_product_extra_fatures,Meta: anarkali_custom_badge,Meta: anarkali_product_size_guide,Meta: anarkali_countdown_date,Meta: anarkali_countdown_text,Meta: anarkali_product_video_type,Meta: anarkali_product_video_source_type,Meta: anarkali_product_popup_video,Meta: anarkali_product_iframe_video,Meta: anarkali_product_video_preview,Meta: anarkali_product_video_on_shop,Meta: anarkali_tabs_title,Meta: anarkali_tabs_content,Meta: anarkali_product_header_type,Meta: anarkali_product_header_bgcolor,Meta: anarkali_product_header_menuitem_color,Meta: anarkali_product_header_menuitem_hvrcolor,Meta: anarkali_product_header_svgicon_color,Meta: anarkali_product_header_counter_bgcolor,Meta: anarkali_product_header_counter_color,Meta: anarkali_product_sticky_header_bgcolor,Meta: anarkali_product_sticky_header_menuitem_color,Meta: anarkali_product_sticky_header_menuitem_hvrcolor,Meta: anarkali_product_sticky_header_svgicon_color,Meta: anarkali_product_sticky_header_counter_bgcolor,Meta: anarkali_product_sticky_header_counter_color,Meta: _product_360_image_gallery
,simple,GG-424,,Serene Green Floral Printed Saree with a Contrasting Pallu,1,0,visible,"This beautiful green saree features a charming floral design with a contrasting pallu adorned with striking multicolor floral prints. Lightweight and elegant, it's a perfect blend of modern style and traditional grace, making it ideal for festive occasions.","Adorn yourself in the exquisite elegance of this Serene Green Floral Printed Saree. This beautiful piece features a soft green base with a subtle shimmer texture, offering a light and comfortable drape. The main body of the saree showcases a simple, refined elegance, while the pallu is a true work of art. It features a stunning contrasting fabric with a lustrous sheen, which is beautifully adorned with large, vibrant floral prints in shades of pink, orange, and red.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/5060/GRBh55.jpg, https://imagizer.imageshack.com/img924/1002/aaGMMT.jpg, https://imagizer.imageshack.com/img924/7883/Zqj1pm.jpg, https://imagizer.imageshack.com/img924/6702/HnWbj5.jpg, https://imagizer.imageshack.com/img924/3413/cJ5Uy8.jpg, https://imagizer.imageshack.com/img924/4373/cMe8O3.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-425,,Dusty Rose Floral Printed Linen Saree,1,0,visible,"This elegant dusty rose saree features a charming blend of floral prints and delicate zigzag patterns. Its subtle shimmer and graceful drape make it a perfect and feminine choice for weddings, festive wear, and traditional events.","Adorn yourself in the delicate charm of this Dusty Rose Floral Printed Linen Saree. This beautiful saree is crafted from a lightweight linen fabric with a subtle shimmer that adds a touch of sophisticated elegance. The saree's soft dusty rose hue is beautifully complemented by an intricate mix of floral prints and a delicate zigzag pattern that runs throughout, giving it a unique and modern appeal. The pallu is particularly stunning, featuring large, vibrant floral motifs that add a splash of color.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/534/pV86cl.jpg, https://imagizer.imageshack.com/img924/5740/SUWXf8.jpg, https://imagizer.imageshack.com/img923/7711/Haci1x.jpg, https://imagizer.imageshack.com/img923/4561/cA9Gvz.jpg, https://imagizer.imageshack.com/img923/9077/NbSsNp.jpg, https://imagizer.imageshack.com/img924/3928/QLahYt.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-426,,Charming Pink Floral Printed Linen Saree,1,0,visible,"This charming pink saree features a graceful blend of vibrant floral prints and a delicate woven pattern. The subtle shimmer of the fabric and the matching pink border with tassels make it a perfect, feminine choice for festive and traditional events.","Step into elegance with this Charming Pink Floral Printed Linen Saree. The saree is crafted from a lightweight linen fabric with a subtle sheen, offering a graceful drape and a comfortable feel. The beautiful pink base is adorned with vibrant floral prints in striking shades of pink and purple, creating a fresh and enchanting look. The fabric also features a delicate woven pattern, which adds a sophisticated texture to the overall design.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/8343/gtOQ34.jpg, https://imagizer.imageshack.com/img924/2982/mNpAxh.jpg, https://imagizer.imageshack.com/img923/6098/GNDe9m.jpg, https://imagizer.imageshack.com/img924/516/hy7paQ.jpg, https://imagizer.imageshack.com/img922/1245/XC72Sm.jpg, https://imagizer.imageshack.com/img924/3255/kJZsMu.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-451,,Abstract Printed Linen Shimmer Saree in Earth Tones,1,0,visible,This unique linen shimmer saree in a warm earthy tone features a captivating abstract print in soft pastels. The blend of modern art and a traditional silhouette makes it a stylish and elegant choice for any special occasion.,"Embrace artistic elegance with this Abstract Printed Linen Shimmer Saree. This beautiful saree is crafted from a lightweight and luxurious linen shimmer fabric that offers a graceful drape and a subtle sheen. The warm earthy brown base is a perfect canvas for the striking abstract print, which features soft shapes and lines in hues of purple, lavender, pink, green, and blue. The modern and artistic design of the saree makes it a true statement piece.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/3301/VMSNvs.jpg, https://imagizer.imageshack.com/img922/7240/OblrGT.jpg, https://imagizer.imageshack.com/img922/553/K0dxuy.jpg, https://imagizer.imageshack.com/img922/4079/en40Ma.jpg, https://imagizer.imageshack.com/img924/1114/V1SRes.jpg, https://imagizer.imageshack.com/img923/4802/emplvS.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-452,,Contemporary Geometric Printed Linen Shimmer Saree,1,0,visible,"This striking linen shimmer saree features a modern geometric print in a captivating mix of aqua, gray, and brown tones. Its unique design and graceful drape make it an ideal choice for a contemporary yet traditional look.","Make a modern statement with this Contemporary Geometric Printed Linen Shimmer Saree. Crafted from a lightweight and luxurious linen shimmer fabric, this saree offers a beautiful drape and a subtle sheen. The design is a sophisticated blend of geometric patterns in a captivating color palette of aqua, gray, and warm brown, creating an artistic and stylish appeal.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/4074/v5h04i.jpg, https://imagizer.imageshack.com/img923/6755/Ivvmss.jpg, https://imagizer.imageshack.com/img924/1734/1BNhm1.jpg, https://imagizer.imageshack.com/img923/7862/YyfYaZ.jpg, https://imagizer.imageshack.com/img924/1488/WkKnhg.jpg, https://imagizer.imageshack.com/img922/7576/yI6Umv.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-453,,Modern Abstract Printed Linen Shimmer Saree,1,0,visible,"This striking linen shimmer saree features a modern abstract print in a vibrant color block pattern of plum, green, and blue. Its unique design and subtle sheen make it a stylish and artistic choice for special occasions.","Make a bold artistic statement with this Modern Abstract Printed Linen Shimmer Saree. Crafted from a lightweight and luxurious linen shimmer fabric, this saree offers a graceful drape and a subtle glow. The design features a captivating abstract print with large color blocks in a rich palette of plum, various shades of green, and soft aqua blue. This modern and unique pattern sets it apart, making it a true showstopper.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/1647/U2jcg6.jpg, https://imagizer.imageshack.com/img923/4408/Fn3fUM.jpg, https://imagizer.imageshack.com/img922/1033/BoXRee.jpg, https://imagizer.imageshack.com/img923/3204/ABBQ6M.jpg, https://imagizer.imageshack.com/img924/3853/mVufBZ.jpg, https://imagizer.imageshack.com/img924/3122/qH08qF.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-454,,Artistic Lavender Saree with Geometric and Floral Prints,1,0,visible,"This stunning lavender saree features a unique mix of abstract prints, from delicate floral patterns to modern geometric designs on the border. The subtle sheen of the fabric adds an elegant touch, making it a perfect choice for festive events and special gatherings.","Wrap yourself in the creative elegance of this Artistic Lavender Saree with Geometric and Floral Prints. This beautiful saree is crafted from a lightweight fabric with a refined sheen, giving it a graceful drape. The body of the saree has a striped, woven pattern in a soft lavender hue, while the pallu is adorned with subtle floral and abstract designs in a complementary palette. The striking element is the border, which features a bold geometric pattern, creating a modern and artistic contrast.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/4117/3eKtqn.jpg, https://imagizer.imageshack.com/img922/280/8BrteT.jpg, https://imagizer.imageshack.com/img924/1148/UC7vBx.jpg, https://imagizer.imageshack.com/img922/8739/LEIS3u.jpg, https://imagizer.imageshack.com/img924/9922/E09wrd.jpg, https://imagizer.imageshack.com/img923/1448/AoaSV9.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-455,,Exquisite Light Green Printed Linen Saree with Abstract Dragonfly and Geometric Patterns - Perfect for Modern Ethnic Wear,1,0,visible,"This light green linen saree features a unique abstract print in purple and yellow, offering a modern and artistic take on traditional Indian wear. It's lightweight, comfortable, and perfect for any occasion.","Step into a world of artistic elegance with our exquisite Light Green Printed Linen Saree, designed for the contemporary woman who appreciates a blend of tradition and modern style. This stunning saree is crafted from high-quality, breathable linen, ensuring a comfortable and lightweight drape that feels as good as it looks.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/6944/inMVYU.jpg, https://imagizer.imageshack.com/img922/1817/1Ke09a.jpg, https://imagizer.imageshack.com/img922/1156/GDKsz3.jpg, https://imagizer.imageshack.com/img924/4332/Eg4OhI.jpg, https://imagizer.imageshack.com/img922/8476/xnDKah.jpg, https://imagizer.imageshack.com/img922/8156/ZsFz7V.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-456,,Elegant Lavender Floral Printed Linen Saree with Geometric Border and Tassels,1,0,visible,"This beautiful linen saree features a charming floral print in soft lavender and pink tones, complemented by a bold, dark purple geometric border. It's lightweight, comfortable, and perfect for adding a touch of sophisticated style to any event.","Embrace graceful sophistication with our elegant Lavender Floral Printed Linen Saree. Crafted from a soft and breathable linen fabric, this saree promises both comfort and a flawless drape, making it an ideal choice for any season. The body of the saree is adorned with a delicate and artistic floral print in serene shades of lavender, mauve, and soft pink, creating a beautifully feminine and enchanting look.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/5179/Ajljc5.jpg, https://imagizer.imageshack.com/img924/934/0zDt28.jpg, https://imagizer.imageshack.com/img923/2506/AaKMM9.jpg, https://imagizer.imageshack.com/img922/4293/9zcoFm.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-457,,Elegant Teal Green Linen Saree with Pink Floral Print and Subtle Zari Weave,1,0,visible,"This elegant teal green linen saree is accented with a beautiful pink floral print on the pallu and a subtle zari weave throughout. It's a sophisticated choice for a chic, modern look.","Discover timeless elegance with this Teal Green Linen Saree, a perfect blend of classic charm and contemporary style. Crafted from high-quality linen, this saree has a luxurious texture and a lightweight feel that drapes beautifully. The rich teal green color is enhanced by a delicate zari weave woven throughout the fabric, adding a hint of shimmer and sophistication that catches the light beautifully.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/3417/wT4OFm.jpg, https://imagizer.imageshack.com/img923/9831/a2XKsp.jpg, https://imagizer.imageshack.com/img924/5913/GppMQQ.jpg, https://imagizer.imageshack.com/img922/5870/xBdazw.jpg, https://imagizer.imageshack.com/img924/7626/0WYyHB.jpg, https://imagizer.imageshack.com/img924/8277/44uqhu.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
