ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes,Brands,Meta: _eael_post_view_count,Meta: _wp_page_template,Meta: anarkali_loop_product_slider_speed,Meta: anarkali_showcase_type,Meta: anarkali_showcase_bg_type,Meta: anarkali_showcase_custom_bgcolor,Meta: anarkali_showcase_custom_textcolor,Meta: anarkali_badge_color,Meta: anarkali_product_extra_fatures,Meta: anarkali_custom_badge,Meta: anarkali_product_size_guide,Meta: anarkali_countdown_date,Meta: anarkali_countdown_text,Meta: anarkali_product_video_type,Meta: anarkali_product_video_source_type,Meta: anarkali_product_popup_video,Meta: anarkali_product_iframe_video,Meta: anarkali_product_video_preview,Meta: anarkali_product_video_on_shop,Meta: anarkali_tabs_title,Meta: anarkali_tabs_content,Meta: anarkali_product_header_type,Meta: anarkali_product_header_bgcolor,Meta: anarkali_product_header_menuitem_color,Meta: anarkali_product_header_menuitem_hvrcolor,Meta: anarkali_product_header_svgicon_color,Meta: anarkali_product_header_counter_bgcolor,Meta: anarkali_product_header_counter_color,Meta: anarkali_product_sticky_header_bgcolor,Meta: anarkali_product_sticky_header_menuitem_color,Meta: anarkali_product_sticky_header_menuitem_hvrcolor,Meta: anarkali_product_sticky_header_svgicon_color,Meta: anarkali_product_sticky_header_counter_bgcolor,Meta: anarkali_product_sticky_header_counter_color,Meta: _product_360_image_gallery
,simple,GG-513,,Refreshing Mint Green Linen Cotton Saree with Pink Floral Prints,1,0,visible,"The contrasting blush pink border with tassel detailing adds a sophisticated touch, while the matching blouse piece completes the ensemble. Ideal for festive gatherings, office wear, and casual outings.","Embrace the freshness of pastel hues with this mint green linen cotton saree, designed for elegance and everyday comfort. The soft fabric ensures a lightweight drape, making it perfect for all-day wear. Adorned with charming pink floral prints, it beautifully blends modern style with traditional grace.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/2632/Jwg5fZ.jpg, https://imagizer.imageshack.com/img923/8378/s9kG59.jpg, https://imagizer.imageshack.com/img924/7506/ks7jJF.jpg, https://imagizer.imageshack.com/img922/9337/MRlXJp.jpg, https://imagizer.imageshack.com/img922/4996/t0FglY.jpg, https://imagizer.imageshack.com/img924/2122/Uq6NiT.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-514,, Ivory Glow Banarasi Silk Saree with Emerald Accents,1,0,visible,"Radiate timeless elegance with this Ivory Glow Banarasi Silk Saree, artfully adorned with vivid emerald green floral motifs and a rich woven pallu.","The delicate contrast between the soft ivory base and the vibrant green detailing creates a refreshing and regal look, perfect for both day and evening festivities",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/8563/VznlZQ.jpg, https://imagizer.imageshack.com/img922/6472/NZTO1i.jpg, https://imagizer.imageshack.com/img922/3641/vsAMvJ.jpg, https://imagizer.imageshack.com/img922/3346/1751Et.jpg, https://imagizer.imageshack.com/img922/8479/2fHBR3.jpg, https://imagizer.imageshack.com/img924/5273/iQX3xg.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-515,,Elegant Multicolor Soft Silk Saree with Ethnic Digital Print,1,0,visible,The saree features a classic zari-woven border and a coordinated pallu adorned with floral and geometric motifs. Its soft drape and refined finish make it comfortable and eye-catching for any festive occasion.,"Embrace grace and elegance with this beautifully woven multicolor soft silk saree. Designed with intricate digital prints in earthy hues, it effortlessly blends tradition with a contemporary flair. The luxurious texture and rich ethnic patterns make it a standout piece for any celebration.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/4208/KvBX7l.jpg, https://imagizer.imageshack.com/img924/8493/OZ0eDB.jpg, https://imagizer.imageshack.com/img922/9879/gI7yI1.jpg, https://imagizer.imageshack.com/img922/2491/mwBSvi.jpg, https://imagizer.imageshack.com/img923/7895/JuEAyt.jpg, https://imagizer.imageshack.com/img924/4152/AKGPGR.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-516,,Soft Blue-Green Floral Printed Silk Saree with Zari Border,1,0,visible,"This saree comes with a golden woven zari border and a beautifully patterned pallu enriched with delicate motifs and pastel detailing. It exudes charm and comfort, ideal for both day and evening events.","Drape yourself in this ethereal soft silk saree featuring an elegant combination of blue-green base adorned with intricate floral prints in pink, peach, and black. The smooth texture and graceful fall make it a perfect addition to your festive or traditional wardrobe.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/9990/RcxupO.jpg, https://imagizer.imageshack.com/img922/4682/IVoqUW.jpg, https://imagizer.imageshack.com/img924/2543/HvMLKi.jpg, https://imagizer.imageshack.com/img924/1200/gzDWZH.jpg, https://imagizer.imageshack.com/img923/6259/nj2dn8.jpg, https://imagizer.imageshack.com/img924/9747/vn2jOe.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-517,,Pastel Blue & Teal Soft Silk Saree with Floral Weaving,1,0,visible,The saree features a golden zari border and pallu enriched with delicate floral work that adds richness to the subtle base. Its feather-light drape ensures comfort with a luxurious finish.,"Step into elegance with this pastel blue and teal soft silk saree, beautifully adorned with intricate floral motifs in lavender, pink, and soft copper tones. The soothing color palette and premium woven detailing create a timeless and graceful look perfect for traditional and festive occasions.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/4082/5bCJSh.jpg, https://imagizer.imageshack.com/img923/9157/ZRNPVY.jpg, https://imagizer.imageshack.com/img924/2747/G0GAiO.jpg, https://imagizer.imageshack.com/img924/5537/xmlpkB.jpg, https://imagizer.imageshack.com/img922/7531/sIGFsn.jpg, https://imagizer.imageshack.com/img922/8896/3fmBtt.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-518,,Golden Beige Soft Silk Saree with Autumn Leaf Print & Traditional Pallu,1,0,visible,"The saree’s pallu stands out with its classic ethnic motifs and teal-orange woven accents, adding a regal charm. Ideal for festive occasions and weddings, this saree offers comfort with luxury in every drape.","Unveil your timeless beauty in this golden beige soft silk saree, beautifully designed with subtle autumn leaf patterns in warm rust, green, and copper tones. The smooth silk texture combined with the elegant zari detailing makes it a perfect blend of style and tradition.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/3070/0lC3Ac.jpg, https://imagizer.imageshack.com/img923/3694/rOWDgv.jpg, https://imagizer.imageshack.com/img924/9784/NQXSjP.jpg, https://imagizer.imageshack.com/img923/8782/FD3Ftn.jpg, https://imagizer.imageshack.com/img924/1826/Ivhjyz.jpg, https://imagizer.imageshack.com/img922/533/EpwsAa.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-519,,Soft Pink Silk Saree with Elegant Leaf Pattern,1,0,visible,"The saree features a delicate woven zari border that adds a touch of shimmer, while the coordinated pallu enhances the look with flowing leaf designs in watercolor style. A perfect balance of tradition and modern charm.","Step into subtle sophistication with this soft pink silk saree adorned with graceful leaf motifs in fuchsia and lilac tones. Its lightweight silk blend gives a graceful drape, making it an excellent choice for both festive gatherings and day events.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/8966/x9kZTy.jpg, https://imagizer.imageshack.com/img922/5378/TU0tyg.jpg, https://imagizer.imageshack.com/img923/7769/lkrxcZ.jpg, https://imagizer.imageshack.com/img924/9592/JuCaSG.jpg, https://imagizer.imageshack.com/img924/5458/DVam5k.jpg, https://imagizer.imageshack.com/img922/5734/0hvtpd.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-520,,Peacock Blue Soft Silk Saree with Floral Zari Weave & Multi-Color Pallu,1,0,visible,"The pallu features a vibrant interplay of green, purple, and silver hues in traditional motifs, complemented by a soft tassel finish that adds a graceful flow to your look. Pair it with statement jewelry to complete your festive ensemble.","Step into elegance with this peacock blue soft silk saree, adorned with an intricate floral zari weave throughout the body. The delicate craftsmanship brings out a regal charm perfect for festive and traditional occasions.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/5766/yq8ir4.jpg, https://imagizer.imageshack.com/img922/5683/IslVRO.jpg, https://imagizer.imageshack.com/img924/4648/3hpmPh.jpg, https://imagizer.imageshack.com/img922/1585/KHVITM.jpg, https://imagizer.imageshack.com/img922/9365/t9VS69.jpg, https://imagizer.imageshack.com/img923/4425/jw1uRQ.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-521,,Golden Multicolor Soft Silk Saree with Geometric Weave & Ornate Pallu,1,0,visible,"The saree is beautifully complemented by a grand pallu featuring intricate woven motifs and paisley patterns with tassel detailing. Ideal for festive occasions and cultural gatherings, it adds grace and charm to your ethnic wardrobe.",Step into timeless elegance with this rich golden soft silk saree adorned with multicolor geometric patterns. The vivid color palette on a soft golden base creates a mesmerizing fusion of tradition and modern design.,,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/9185/kI9ib9.jpg, https://imagizer.imageshack.com/img922/4899/Pa2wfY.jpg, https://imagizer.imageshack.com/img923/802/F8xyp6.jpg, https://imagizer.imageshack.com/img922/9192/EYLO7O.jpg, https://imagizer.imageshack.com/img924/8976/HMcN0Q.jpg, https://imagizer.imageshack.com/img922/419/XxTvLV.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-522,,Pastel Green Soft Silk Saree with Floral Digital Print & Golden Zari Border,1,0,visible,"Accentuated with a golden zari border and pallu with delicate tassels, this saree offers a graceful drape and timeless appeal — perfect for daytime functions or ceremonial gatherings.","Add a touch of serene elegance to your festive look with this pastel green soft silk saree, beautifully adorned with soft peach and white floral digital prints. The calm color palette and artistic design make it a refined pick for patriotic occasions and cultural events.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/898/TV5skL.jpg, https://imagizer.imageshack.com/img923/5622/76PW50.jpg, https://imagizer.imageshack.com/img922/2987/k11FmT.jpg, https://imagizer.imageshack.com/img924/6025/9DPJDz.jpg, https://imagizer.imageshack.com/img924/3856/yyD52z.jpg, https://imagizer.imageshack.com/img923/8069/Cql4vZ.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
