ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes,Brands,Meta: _eael_post_view_count,Meta: _wp_page_template,Meta: anarkali_loop_product_slider_speed,Meta: anarkali_showcase_type,Meta: anarkali_showcase_bg_type,Meta: anarkali_showcase_custom_bgcolor,Meta: anarkali_showcase_custom_textcolor,Meta: anarkali_badge_color,Meta: anarkali_product_extra_fatures,Meta: anarkali_custom_badge,Meta: anarkali_product_size_guide,Meta: anarkali_countdown_date,Meta: anarkali_countdown_text,Meta: anarkali_product_video_type,Meta: anarkali_product_video_source_type,Meta: anarkali_product_popup_video,Meta: anarkali_product_iframe_video,Meta: anarkali_product_video_preview,Meta: anarkali_product_video_on_shop,Meta: anarkali_tabs_title,Meta: anarkali_tabs_content,Meta: anarkali_product_header_type,Meta: anarkali_product_header_bgcolor,Meta: anarkali_product_header_menuitem_color,Meta: anarkali_product_header_menuitem_hvrcolor,Meta: anarkali_product_header_svgicon_color,Meta: anarkali_product_header_counter_bgcolor,Meta: anarkali_product_header_counter_color,Meta: anarkali_product_sticky_header_bgcolor,Meta: anarkali_product_sticky_header_menuitem_color,Meta: anarkali_product_sticky_header_menuitem_hvrcolor,Meta: anarkali_product_sticky_header_svgicon_color,Meta: anarkali_product_sticky_header_counter_bgcolor,Meta: anarkali_product_sticky_header_counter_color,Meta: _product_360_image_gallery
,simple,GG-43 A-M,,Red & Bottle Green Banarasi Silk Saree with Antique Gold Zari | Traditional Wedding & Festive Saree with Rich Pallu,1,0,visible,"Elevate your ethnic look with this red Banarasi silk saree featuring bottle green borders, antique gold zari floral motifs, and a grand pallu. Perfect for weddings, festivals, and traditional celebrations, with a matching unstitched blouse piece included.","Make a regal statement in this Red & Bottle Green Banarasi Silk Saree, where tradition meets elegance. The vibrant red silk body is adorned with delicate antique gold zari floral motifs, creating a luxurious and festive appeal.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/4991/RyDdrZ.jpg, https://imagizer.imageshack.com/img922/1521/Djeizk.jpg, https://imagizer.imageshack.com/img924/5113/sz4iBm.jpg, https://imagizer.imageshack.com/img923/6369/w19ff6.jpg, https://imagizer.imageshack.com/img922/2999/hFYkTg.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-44 A-M,,Lavender & Royal Blue Banarasi Silk Saree with Antique Gold Zari | Wedding & Festive Traditional Saree with Rich Pallu,1,0,visible,"Elevate your ethnic style with this lavender Banarasi silk saree featuring royal blue borders, antique gold zari embroidery, and a rich pallu. Perfect for weddings, festivals, and cultural celebrations, with a matching unstitched blouse piece included.","Step into elegance with this Lavender & Royal Blue Banarasi Silk Saree, where grace meets grandeur. The lavender silk body is adorned with intricate antique gold zari embroidery, highlighting traditional floral and cultural motifs that radiate sophistication.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/8015/kRbNUv.jpg, https://imagizer.imageshack.com/img924/8994/f4bGVf.jpg, https://imagizer.imageshack.com/img922/571/YpPz7T.jpg, https://imagizer.imageshack.com/img922/1640/Y6k1nv.jpg, https://imagizer.imageshack.com/img924/8766/qumw5Y.jpg, https://imagizer.imageshack.com/img923/2310/7HjOXO.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-45 A-M,,"Light Lavender & Teal Green Banarasi Silk Saree with Antique Gold Zari | Wedding, Festival & Traditional Ethnic Wear",1,0,visible,"Drape elegance with this light lavender Banarasi silk saree with teal green border and antique gold zari motifs. Perfect for weddings, festive occasions, and traditional functions, complete with a matching unstitched blouse.","Step into sophistication with this Light Lavender & Teal Green Banarasi Silk Saree. The saree features a soft lavender silk body beautifully contrasted by a rich teal green border and pallu, adorned with intricate antique gold zari weaving in floral and paisley patterns.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/8540/Y6vAXU.jpg, https://imagizer.imageshack.com/img924/2345/CtDgjA.jpg, https://imagizer.imageshack.com/img923/8424/RUgW7r.jpg, https://imagizer.imageshack.com/img924/2979/p6Huf5.jpg, https://imagizer.imageshack.com/img922/2959/dL4Geg.jpg, https://imagizer.imageshack.com/img924/8883/oTJ0L0.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-46 A-M,,"Elegant Beige-Gold Banarasi Silk Saree with Rust-Red Zari Border & Blouse | Wedding, Festival & Party Ethnic Wear",1,0,visible,"Elevate your ethnic style with this beige-gold Banarasi silk saree featuring rich rust-red zari pallu and border. Ideal for weddings, festive celebrations, and parties, complete with a matching unstitched blouse piece.","Step into timeless elegance with this Elegant Banarasi Silk Saree, designed to blend tradition with sophistication. The beige-gold silk body is adorned with intricate red floral zari motifs, while the grand rust-red pallu and wide border showcase elaborate golden zari weaving inspired by classic Indian artistry.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/3703/EUfxIg.jpg, https://imagizer.imageshack.com/img922/6734/01vJsw.jpg, https://imagizer.imageshack.com/img922/9908/NpNQDv.jpg, https://imagizer.imageshack.com/img924/4313/YsWU4x.jpg, https://imagizer.imageshack.com/img923/2950/2ztccD.jpg, https://imagizer.imageshack.com/img922/1278/kTVjlV.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-47 A-M,,"Graceful Grey-Green Banarasi Silk Saree with Magenta Zari Border & Blouse | Wedding, Festival & Party Wear",1,0,visible,"Exude elegance in this grey-green Banarasi silk saree with vibrant magenta zari floral motifs. Features a broad pallu and border in gold zari. Ideal for weddings, festive events, and parties, with a matching unstitched magenta blouse piece included.","Step into regal sophistication with this Graceful Banarasi Silk Saree in Grey-Green. The soft grey-green body is adorned with magenta floral motifs woven in rich zari, creating a luxurious and eye-catching effect. The broad magenta pallu and border feature intricate gold zari paisley and floral designs, adding grandeur and traditional charm to your ensemble.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/2549/o47xLx.jpg, https://imagizer.imageshack.com/img924/1112/jqqSmR.jpg, https://imagizer.imageshack.com/img923/4056/cd7mRM.jpg, https://imagizer.imageshack.com/img923/7401/Be02YW.jpg, https://imagizer.imageshack.com/img922/2090/4LCx1g.jpg, https://imagizer.imageshack.com/img923/3466/9QjCZR.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-48 A-M,,"Golden Mustard Banarasi Silk Saree with Bottle Green Floral Accents & Blouse | Wedding, Haldi, Festive & Party Wear",1,0,visible,"Elevate your ethnic look with this golden mustard Banarasi silk saree featuring bottle green lotus buttas and a richly woven border. Perfect for weddings, haldi ceremonies, festive events, and receptions, with a matching unstitched blouse piece included.","Radiate elegance with this Golden Mustard & Bottle Green Banarasi Silk Saree, a timeless blend of tradition and luxury. The saree’s soft golden mustard base is adorned with intricate bottle green lotus buttas, complemented by a detailed woven border and grand pallu, creating a striking, regal appeal.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/6885/0gnwik.jpg, https://imagizer.imageshack.com/img923/7505/BG7AEM.jpg, https://imagizer.imageshack.com/img922/8365/t3kRhq.jpg, https://imagizer.imageshack.com/img924/1382/snZ4nZ.jpg, https://imagizer.imageshack.com/img924/6831/2TzobV.jpg, https://imagizer.imageshack.com/img924/3319/KfIj2C.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-49 A-M,,"Emerald Green Banarasi Silk Saree with Plum Floral Zari Accents & Blouse | Wedding, Festive, Traditional & Party Wear",1,0,visible,"Step into elegance with this emerald green Banarasi silk saree, adorned with plum floral zari motifs, an intricately woven pallu, and a matching unstitched blouse. Perfect for weddings, festive occasions, and traditional celebrations.","Radiate charm with this Emerald Plum Banarasi Silk Saree, a luxurious blend of rich color and traditional craftsmanship. The bottle green body features plum-hued floral zari buttas, complemented by a grand woven border and detailed pallu, creating a sophisticated and festive appeal.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/7987/X6fayj.jpg, https://imagizer.imageshack.com/img922/2656/8JGk1W.jpg, https://imagi",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-50 A-M,,"Rose Ruby Banarasi Silk Saree with Antique Green Zari Work & Blouse | Wedding, Festive, Engagement & Party Wear",1,0,visible,"Drape elegance with this rose ruby Banarasi silk saree, featuring antique green zari floral motifs, a richly woven pallu, and a matching unstitched blouse. Ideal for weddings, engagements, and festive celebrations.","Elevate your ethnic wardrobe with this Rose Ruby Banarasi Silk Saree, a perfect blend of traditional craftsmanship and modern charm. The vibrant magenta-pink body adorned with antique green floral buttas is complemented by a grand green zari border and intricately woven pallu, creating a luxurious, regal appeal.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/970/ShPyKq.jpg, https://imagizer.imageshack.com/img924/8936/QnmdK7.jpg, https://imagizer.imageshack.com/img922/7",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-51 A-M,,"Ivory Glow Banarasi Silk Saree with Emerald Green Zari Work & Blouse | Wedding, Puja, Festive & Traditional Wear",1,0,visible,"Radiate elegance with this Ivory Glow Banarasi silk saree, featuring emerald green floral zari motifs, a rich woven pallu, and a matching unstitched blouse. Perfect for weddings, pujas, and festive celebrations.","Step into timeless sophistication with the Ivory Glow Banarasi Silk Saree, a flawless combination of classic charm and vibrant detailing. The soft ivory base is highlighted with emerald green floral buttas, creating a stunning contrast that enhances the saree’s regal appeal.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/593/FXsUp4.jpg, https://imagizer.imageshack.com/img923/5787/gSufen.jpg, https://imagizer.imageshack.com/img923/4205/uXtFv3.jpg, https://ima",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-52 A-M,,"Rosewood Elegance Banarasi Silk Saree with Plum Zari Work & Blouse | Engagement, Festival, Sangeet & Traditional Wear",1,0,visible,"Elevate your ethnic look with the Rosewood Elegance Banarasi silk saree, featuring plum-purple floral zari motifs, an opulent woven pallu, and a matching unstitched blouse. Perfect for engagements, festivals, sangeet, and traditional celebrations.","Drape yourself in timeless sophistication with the Rosewood Elegance Banarasi Silk Saree. The soft peach base is adorned with rich plum-purple floral buttas, creating a striking contrast that highlights the saree’s regal appeal.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/9972/UyS091.jpg, https://imagizer.imageshack.com/img922/1545/MqzBir.jpg, https://imagizer.imageshack.com/img923/7537/fvSM4h.jpg, https://imagizer.imageshack.com/img924/319/b5Ukev.jpg, https://imagizer.imageshack.com/img924/9349/0kcPH0.jpg, https://imagizer.imageshack.com/img924/8099/dz87cW.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
